,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
17416,Kenya,Sorghum,1991,9572,630.0,3469.0,16.26
17417,Kenya,Soybeans,1991,8037,630.0,3469.0,16.26
17418,Kenya,Sweet potatoes,1991,109373,630.0,3469.0,16.26
17419,Kenya,Wheat,1991,18484,630.0,3469.0,16.26
17420,Kenya,Yams,1991,80000,630.0,3469.0,16.26
17421,Kenya,Cassava,1992,102462,630.0,3469.0,16.34
17422,Kenya,Maize,1992,17271,630.0,3469.0,16.34
17423,Kenya,Plantains and others,1992,125000,630.0,3469.0,16.34
17424,Kenya,Potatoes,1992,92975,630.0,3469.0,16.34
17425,Kenya,"Rice, paddy",1992,35362,630.0,3469.0,16.34
17426,Kenya,Sorghum,1992,11216,630.0,3469.0,16.34
17427,Kenya,Soybeans,1992,8059,630.0,3469.0,16.34
17428,Kenya,Sweet potatoes,1992,67531,630.0,3469.0,16.34
17429,Kenya,Wheat,1992,19359,630.0,3469.0,16.34
17430,Kenya,Yams,1992,74707,630.0,3469.0,16.34
17431,Kenya,Cassava,1993,102936,630.0,3469.0,16.36
17432,Kenya,Maize,1993,15549,630.0,3469.0,16.36
17433,Kenya,Plantains and others,1993,123529,630.0,3469.0,16.36
17434,Kenya,Potatoes,1993,117490,630.0,3469.0,16.36
17435,Kenya,"Rice, paddy",1993,41483,630.0,3469.0,16.36
17436,Kenya,Sorghum,1993,7454,630.0,3469.0,16.36
17437,Kenya,Soybeans,1993,8081,630.0,3469.0,16.36
17438,Kenya,Sweet potatoes,1993,96271,630.0,3469.0,16.36
17439,Kenya,Wheat,1993,13795,630.0,3469.0,16.36
17440,Kenya,Yams,1993,67487,630.0,3469.0,16.36
17441,Kenya,Cassava,1994,91297,630.0,3469.0,16.58
17442,Kenya,Maize,1994,20400,630.0,3469.0,16.58
17443,Kenya,Plantains and others,1994,125000,630.0,3469.0,16.58
17444,Kenya,Potatoes,1994,97108,630.0,3469.0,16.58
17445,Kenya,"Rice, paddy",1994,43559,630.0,3469.0,16.58
17446,Kenya,Sorghum,1994,8640,630.0,3469.0,16.58
17447,Kenya,Soybeans,1994,8104,630.0,3469.0,16.58
17448,Kenya,Sweet potatoes,1994,104396,630.0,3469.0,16.58
17449,Kenya,Wheat,1994,22164,630.0,3469.0,16.58
17450,Kenya,Yams,1994,74000,630.0,3469.0,16.58
17451,Kenya,Cassava,1995,95560,630.0,4607.0,16.52
17452,Kenya,Maize,1995,18759,630.0,4607.0,16.52
17453,Kenya,Plantains and others,1995,125000,630.0,4607.0,16.52
17454,Kenya,Potatoes,1995,96575,630.0,4607.0,16.52
17455,Kenya,"Rice, paddy",1995,40000,630.0,4607.0,16.52
17456,Kenya,Sorghum,1995,5984,630.0,4607.0,16.52
17457,Kenya,Soybeans,1995,8128,630.0,4607.0,16.52
17458,Kenya,Sweet potatoes,1995,100712,630.0,4607.0,16.52
17459,Kenya,Wheat,1995,21064,630.0,4607.0,16.52
17460,Kenya,Yams,1995,69832,630.0,4607.0,16.52
17461,Kenya,Cassava,1996,111344,630.0,6344.0,16.44
17462,Kenya,Maize,1996,14506,630.0,6344.0,16.44
17463,Kenya,Plantains and others,1996,123077,630.0,6344.0,16.44
17464,Kenya,Potatoes,1996,75918,630.0,6344.0,16.44
17465,Kenya,"Rice, paddy",1996,40000,630.0,6344.0,16.44
17466,Kenya,Sorghum,1996,5954,630.0,6344.0,16.44
17467,Kenya,Soybeans,1996,8153,630.0,6344.0,16.44
17468,Kenya,Sweet potatoes,1996,79880,630.0,6344.0,16.44
17469,Kenya,Wheat,1996,20112,630.0,6344.0,16.44
17470,Kenya,Yams,1996,59748,630.0,6344.0,16.44
17471,Kenya,Cassava,1997,94938,630.0,5172.0,16.77
17472,Kenya,Maize,1997,14713,630.0,5172.0,16.77
17473,Kenya,Plantains and others,1997,122727,630.0,5172.0,16.77
17474,Kenya,Potatoes,1997,70425,630.0,5172.0,16.77
17475,Kenya,"Rice, paddy",1997,39724,630.0,5172.0,16.77
17476,Kenya,Sorghum,1997,7447,630.0,5172.0,16.77
17477,Kenya,Soybeans,1997,8178,630.0,5172.0,16.77
17478,Kenya,Sweet potatoes,1997,111359,630.0,5172.0,16.77
17479,Kenya,Wheat,1997,16132,630.0,5172.0,16.77
17480,Kenya,Yams,1997,57179,630.0,5172.0,16.77
17481,Kenya,Cassava,1998,80569,630.0,4114.0,16.53
17482,Kenya,Maize,1998,16697,630.0,4114.0,16.53
17483,Kenya,Plantains and others,1998,126087,630.0,4114.0,16.53
17484,Kenya,Potatoes,1998,75177,630.0,4114.0,16.53
17485,Kenya,"Rice, paddy",1998,48419,630.0,4114.0,16.53
17486,Kenya,Sorghum,1998,7528,630.0,4114.0,16.53
17487,Kenya,Soybeans,1998,8204,630.0,4114.0,16.53
17488,Kenya,Sweet potatoes,1998,80590,630.0,4114.0,16.53
17489,Kenya,Wheat,1998,18951,630.0,4114.0,16.53
17490,Kenya,Yams,1998,48926,630.0,4114.0,16.53
17491,Kenya,Cassava,1999,102106,630.0,3056.0,16.7
17492,Kenya,Maize,1999,14817,630.0,3056.0,16.7
17493,Kenya,Plantains and others,1999,127273,630.0,3056.0,16.7
17494,Kenya,Potatoes,1999,91410,630.0,3056.0,16.7
17495,Kenya,"Rice, paddy",1999,39845,630.0,3056.0,16.7
17496,Kenya,Sorghum,1999,7775,630.0,3056.0,16.7
17497,Kenya,Soybeans,1999,8228,630.0,3056.0,16.7
17498,Kenya,Sweet potatoes,1999,105824,630.0,3056.0,16.7
17499,Kenya,Wheat,1999,16534,630.0,3056.0,16.7
17500,Kenya,Yams,1999,92318,630.0,3056.0,16.7
17501,Kenya,Cassava,2000,69454,630.0,1998.0,16.73
17502,Kenya,Maize,2000,14400,630.0,1998.0,16.73
17503,Kenya,Plantains and others,2000,128571,630.0,1998.0,16.73
17504,Kenya,Potatoes,2000,61770,630.0,1998.0,16.73
17505,Kenya,"Rice, paddy",2000,37710,630.0,1998.0,16.73
17506,Kenya,Sorghum,2000,6656,630.0,1998.0,16.73
17507,Kenya,Soybeans,2000,8603,630.0,1998.0,16.73
17508,Kenya,Sweet potatoes,2000,88375,630.0,1998.0,16.73
17509,Kenya,Wheat,2000,15492,630.0,1998.0,16.73
17510,Kenya,Yams,2000,55641,630.0,1998.0,16.73
17511,Kenya,Cassava,2001,77681,630.0,1578.0,16.1
17512,Kenya,Maize,2001,17012,630.0,1578.0,16.1
17513,Kenya,Plantains and others,2001,121739,630.0,1578.0,16.1
17514,Kenya,Potatoes,2001,91596,630.0,1578.0,16.1
17515,Kenya,"Rice, paddy",2001,34091,630.0,1578.0,16.1
17516,Kenya,Sorghum,2001,8569,630.0,1578.0,16.1
17517,Kenya,Soybeans,2001,8608,630.0,1578.0,16.1
17518,Kenya,Sweet potatoes,2001,90000,630.0,1578.0,16.1
17519,Kenya,Wheat,2001,19890,630.0,1578.0,16.1
17520,Kenya,Yams,2001,78980,630.0,1578.0,16.1
17521,Kenya,Cassava,2002,73441,630.0,1578.0,16.61
17522,Kenya,Maize,2002,15126,630.0,1578.0,16.61
17523,Kenya,Plantains and others,2002,121739,630.0,1578.0,16.61
17524,Kenya,Potatoes,2002,77113,630.0,1578.0,16.61
17525,Kenya,"Rice, paddy",2002,34615,630.0,1578.0,16.61
17526,Kenya,Sorghum,2002,8010,630.0,1578.0,16.61
17527,Kenya,Soybeans,2002,8611,630.0,1578.0,16.61
17528,Kenya,Sweet potatoes,2002,85000,630.0,1578.0,16.61
17529,Kenya,Wheat,2002,21217,630.0,1578.0,16.61
17530,Kenya,Yams,2002,54886,630.0,1578.0,16.61
17531,Kenya,Cassava,2004,111000,630.0,1578.0,16.92
17532,Kenya,Maize,2004,19293,630.0,1578.0,16.92
17533,Kenya,Plantains and others,2004,123810,630.0,1578.0,16.92
17534,Kenya,Potatoes,2004,84401,630.0,1578.0,16.92
17535,Kenya,"Rice, paddy",2004,37280,630.0,1578.0,16.92
17536,Kenya,Sorghum,2004,5644,630.0,1578.0,16.92
17537,Kenya,Soybeans,2004,8607,630.0,1578.0,16.92
17538,Kenya,Sweet potatoes,2004,94116,630.0,1578.0,16.92
17539,Kenya,Wheat,2004,24827,630.0,1578.0,16.92
17540,Kenya,Yams,2004,83525,630.0,1578.0,16.92
17541,Kenya,Cassava,2005,91009,630.0,1578.0,17.28
17542,Kenya,Maize,2005,16405,630.0,1578.0,17.28
17543,Kenya,Plantains and others,2005,123810,630.0,1578.0,17.28
17544,Kenya,Potatoes,2005,200000,630.0,1578.0,17.28
17545,Kenya,"Rice, paddy",2005,39321,630.0,1578.0,17.28
17546,Kenya,Sorghum,2005,12230,630.0,1578.0,17.28
17547,Kenya,Soybeans,2005,8591,630.0,1578.0,17.28
17548,Kenya,Sweet potatoes,2005,109577,630.0,1578.0,17.28
17549,Kenya,Wheat,2005,23131,630.0,1578.0,17.28
17550,Kenya,Yams,2005,86683,630.0,1578.0,17.28
17551,Kenya,Cassava,2006,95856,630.0,1578.0,16.92
17552,Kenya,Maize,2006,17197,630.0,1578.0,16.92
17553,Kenya,Plantains and others,2006,121739,630.0,1578.0,16.92
17554,Kenya,Potatoes,2006,200000,630.0,1578.0,16.92
17555,Kenya,"Rice, paddy",2006,28062,630.0,1578.0,16.92
17556,Kenya,Sorghum,2006,8006,630.0,1578.0,16.92
17557,Kenya,Soybeans,2006,8265,630.0,1578.0,16.92
17558,Kenya,Sweet potatoes,2006,96701,630.0,1578.0,16.92
17559,Kenya,Wheat,2006,21875,630.0,1578.0,16.92
17560,Kenya,Yams,2006,95024,630.0,1578.0,16.92
17561,Kenya,Cassava,2007,74185,630.0,1578.0,16.6
17562,Kenya,Maize,2007,18132,630.0,1578.0,16.6
17563,Kenya,Plantains and others,2007,123810,630.0,1578.0,16.6
17564,Kenya,Potatoes,2007,200000,630.0,1578.0,16.6
17565,Kenya,"Rice, paddy",2007,28715,630.0,1578.0,16.6
17566,Kenya,Sorghum,2007,9474,630.0,1578.0,16.6
17567,Kenya,Soybeans,2007,8400,630.0,1578.0,16.6
17568,Kenya,Sweet potatoes,2007,132796,630.0,1578.0,16.6
17569,Kenya,Wheat,2007,30940,630.0,1578.0,16.6
17570,Kenya,Yams,2007,74649,630.0,1578.0,16.6
17571,Kenya,Cassava,2008,137358,630.0,1578.0,16.66
17572,Kenya,Maize,2008,13925,630.0,1578.0,16.66
17573,Kenya,Plantains and others,2008,124000,630.0,1578.0,16.66
17574,Kenya,Potatoes,2008,214815,630.0,1578.0,16.66
17575,Kenya,"Rice, paddy",2008,13076,630.0,1578.0,16.66
17576,Kenya,Sorghum,2008,5221,630.0,1578.0,16.66
17577,Kenya,Soybeans,2008,8160,630.0,1578.0,16.66
17578,Kenya,Sweet potatoes,2008,142515,630.0,1578.0,16.66
17579,Kenya,Wheat,2008,25845,630.0,1578.0,16.66
17580,Kenya,Yams,2008,75874,630.0,1578.0,16.66
17581,Kenya,Cassava,2009,116431,630.0,1578.0,17.3
17582,Kenya,Maize,2009,12943,630.0,1578.0,17.3
17583,Kenya,Plantains and others,2009,123077,630.0,1578.0,17.3
17584,Kenya,Potatoes,2009,191199,630.0,1578.0,17.3
17585,Kenya,"Rice, paddy",2009,19333,630.0,1578.0,17.3
17586,Kenya,Sorghum,2009,5717,630.0,1578.0,17.3
17587,Kenya,Soybeans,2009,7153,630.0,1578.0,17.3
17588,Kenya,Sweet potatoes,2009,132895,630.0,1578.0,17.3
17589,Kenya,Wheat,2009,16665,630.0,1578.0,17.3
17590,Kenya,Yams,2009,45170,630.0,1578.0,17.3
17591,Kenya,Cassava,2010,52521,630.0,1578.0,16.82
17592,Kenya,Maize,2010,17251,630.0,1578.0,16.82
17593,Kenya,Plantains and others,2010,125000,630.0,1578.0,16.82
17594,Kenya,Potatoes,2010,224279,630.0,1578.0,16.82
17595,Kenya,"Rice, paddy",2010,42384,630.0,1578.0,16.82
17596,Kenya,Sorghum,2010,7267,630.0,1578.0,16.82
17597,Kenya,Soybeans,2010,9500,630.0,1578.0,16.82
17598,Kenya,Sweet potatoes,2010,99739,630.0,1578.0,16.82
17599,Kenya,Wheat,2010,31991,630.0,1578.0,16.82
17600,Kenya,Yams,2010,65645,630.0,1578.0,16.82
17601,Kenya,Cassava,2011,112309,630.0,1578.0,16.9
17602,Kenya,Maize,2011,15840,630.0,1578.0,16.9
17603,Kenya,Plantains and others,2011,124000,630.0,1578.0,16.9
17604,Kenya,Potatoes,2011,191690,630.0,1578.0,16.9
17605,Kenya,"Rice, paddy",2011,39676,630.0,1578.0,16.9
17606,Kenya,Sorghum,2011,6291,630.0,1578.0,16.9
17607,Kenya,Soybeans,2011,12578,630.0,1578.0,16.9
17608,Kenya,Sweet potatoes,2011,122689,630.0,1578.0,16.9
17609,Kenya,Wheat,2011,20415,630.0,1578.0,16.9
17610,Kenya,Yams,2011,91154,630.0,1578.0,16.9
17611,Kenya,Cassava,2012,127273,630.0,1578.0,16.84
17612,Kenya,Maize,2012,17366,630.0,1578.0,16.84
17613,Kenya,Plantains and others,2012,120000,630.0,1578.0,16.84
17614,Kenya,Potatoes,2012,203389,630.0,1578.0,16.84
17615,Kenya,"Rice, paddy",2012,46643,630.0,1578.0,16.84
17616,Kenya,Sorghum,2012,7445,630.0,1578.0,16.84
17617,Kenya,Soybeans,2012,14997,630.0,1578.0,16.84
17618,Kenya,Sweet potatoes,2012,128346,630.0,1578.0,16.84
17619,Kenya,Wheat,2012,29720,630.0,1578.0,16.84
17620,Kenya,Yams,2012,116053,630.0,1578.0,16.84
17621,Kenya,Cassava,2013,142470,630.0,1578.0,16.91
17622,Kenya,Maize,2013,16922,630.0,1578.0,16.91
17623,Kenya,Plantains and others,2013,119231,630.0,1578.0,16.91
17624,Kenya,Potatoes,2013,144262,630.0,1578.0,16.91
17625,Kenya,"Rice, paddy",2013,39955,630.0,1578.0,16.91
17626,Kenya,Sorghum,2013,7550,630.0,1578.0,16.91
17627,Kenya,Soybeans,2013,12231,630.0,1578.0,16.91
17628,Kenya,Sweet potatoes,2013,124706,630.0,1578.0,16.91
17629,Kenya,Wheat,2013,27602,630.0,1578.0,16.91
17630,Kenya,Yams,2013,135962,630.0,1578.0,16.91
17631,Latvia,Potatoes,1992,120475,641.0,1005.0,6.89
17632,Latvia,Wheat,1992,25848,641.0,1005.0,6.89
17633,Latvia,Potatoes,1993,145006,641.0,476.0,5.58
17634,Latvia,Wheat,1993,20006,641.0,476.0,5.58
17635,Latvia,Potatoes,1994,129963,641.0,294.0,5.87
17636,Latvia,Wheat,1994,21078,641.0,294.0,5.87
17637,Latvia,Potatoes,1995,114701,641.0,358.0,6.54
17638,Latvia,Wheat,1995,22235,641.0,358.0,6.54
17639,Latvia,Potatoes,1996,137471,641.0,361.0,4.9
17640,Latvia,Wheat,1996,23961,641.0,361.0,4.9
17641,Latvia,Potatoes,1997,135948,641.0,334.0,6.17
17642,Latvia,Wheat,1997,25909,641.0,334.0,6.17
17643,Latvia,Potatoes,1998,118044,641.0,369.0,5.95
17644,Latvia,Wheat,1998,25533,641.0,369.0,5.95
17645,Latvia,Potatoes,1999,158782,641.0,326.86,7.07
17646,Latvia,Wheat,1999,24103,641.0,326.86,7.07
17647,Latvia,Potatoes,2000,145634,641.0,284.72,7.47
17648,Latvia,Wheat,2000,27034,641.0,284.72,7.47
17649,Latvia,Potatoes,2001,111670,641.0,367.4,6.5
17650,Latvia,Wheat,2001,27080,641.0,367.4,6.5
17651,Latvia,Potatoes,2002,143358,641.0,335.31,6.83
17652,Latvia,Wheat,2002,33844,641.0,335.31,6.83
17653,Latvia,Potatoes,2004,128507,641.0,594.46,6.28
17654,Latvia,Wheat,2004,29423,641.0,594.46,6.28
17655,Latvia,Potatoes,2005,145942,641.0,723.54,6.3
17656,Latvia,Wheat,2005,36099,641.0,723.54,6.3
17657,Latvia,Potatoes,2006,122151,641.0,743.57,6.95
17658,Latvia,Wheat,2006,27815,641.0,743.57,6.95
17659,Latvia,Potatoes,2007,159330,641.0,1113.49,7.25
17660,Latvia,Wheat,2007,35944,641.0,1113.49,7.25
17661,Latvia,Potatoes,2008,178148,641.0,1033.0,7.67
17662,Latvia,Wheat,2008,38566,641.0,1033.0,7.67
17663,Latvia,Potatoes,2009,175133,641.0,881.2,6.51
17664,Latvia,Wheat,2009,36276,641.0,881.2,6.51
17665,Latvia,Potatoes,2010,160797,641.0,1027.5,5.67
17666,Latvia,Wheat,2010,32849,641.0,1027.5,5.67
17667,Latvia,Potatoes,2011,168013,641.0,1070.5,7.25
17668,Latvia,Wheat,2011,30613,641.0,1070.5,7.25
17669,Latvia,Potatoes,2012,191099,641.0,1396.96,5.96
17670,Latvia,Wheat,2012,43695,641.0,1396.96,5.96
17671,Latvia,Potatoes,2013,181648,641.0,1250.0,7.25
17672,Latvia,Wheat,2013,38857,641.0,1250.0,7.25
17673,Lebanon,Maize,1990,16910,661.0,1221.0,19.4
17674,Lebanon,Potatoes,1990,180927,661.0,1221.0,19.4
17675,Lebanon,Sorghum,1990,12500,661.0,1221.0,19.4
17676,Lebanon,Wheat,1990,19704,661.0,1221.0,19.4
17677,Lebanon,Maize,1991,17467,661.0,1221.0,19.31
17678,Lebanon,Potatoes,1991,201527,661.0,1221.0,19.31
17679,Lebanon,Sorghum,1991,13000,661.0,1221.0,19.31
17680,Lebanon,Wheat,1991,22299,661.0,1221.0,19.31
17681,Lebanon,Maize,1992,18715,661.0,1221.0,18.18
17682,Lebanon,Potatoes,1992,210345,661.0,1221.0,18.18
17683,Lebanon,Sorghum,1992,13988,661.0,1221.0,18.18
17684,Lebanon,Wheat,1992,22807,661.0,1221.0,18.18
17685,Lebanon,Maize,1993,18919,661.0,1221.0,19.14
17686,Lebanon,Potatoes,1993,203846,661.0,1221.0,19.14
17687,Lebanon,Sorghum,1993,14394,661.0,1221.0,19.14
17688,Lebanon,Wheat,1993,22917,661.0,1221.0,19.14
17689,Lebanon,Maize,1994,20288,661.0,1221.0,19.93
17690,Lebanon,Potatoes,1994,234268,661.0,1221.0,19.93
17691,Lebanon,Sorghum,1994,15068,661.0,1221.0,19.93
17692,Lebanon,Wheat,1994,22244,661.0,1221.0,19.93
17693,Lebanon,Maize,1995,23269,661.0,1221.0,19.35
17694,Lebanon,Potatoes,1995,238774,661.0,1221.0,19.35
17695,Lebanon,Sorghum,1995,15752,661.0,1221.0,19.35
17696,Lebanon,Wheat,1995,24765,661.0,1221.0,19.35
17697,Lebanon,Maize,1996,23461,661.0,1221.0,19.65
17698,Lebanon,Potatoes,1996,241493,661.0,1221.0,19.65
17699,Lebanon,Sorghum,1996,17170,661.0,1221.0,19.65
17700,Lebanon,Wheat,1996,24726,661.0,1221.0,19.65
17701,Lebanon,Maize,1997,31111,661.0,1816.0,18.99
17702,Lebanon,Potatoes,1997,220000,661.0,1816.0,18.99
17703,Lebanon,Sorghum,1997,17030,661.0,1816.0,18.99
17704,Lebanon,Wheat,1997,16263,661.0,1816.0,18.99
17705,Lebanon,Maize,1998,50000,661.0,1816.0,20.19
17706,Lebanon,Potatoes,1998,200000,661.0,1816.0,20.19
17707,Lebanon,Sorghum,1998,16828,661.0,1816.0,20.19
17708,Lebanon,Wheat,1998,20667,661.0,1816.0,20.19
17709,Lebanon,Maize,1999,57143,661.0,1816.0,20.25
17710,Lebanon,Potatoes,1999,190270,661.0,1816.0,20.25
17711,Lebanon,Sorghum,1999,16000,661.0,1816.0,20.25
17712,Lebanon,Wheat,1999,18814,661.0,1816.0,20.25
17713,Lebanon,Maize,2000,38889,661.0,1816.0,19.65
17714,Lebanon,Potatoes,2000,213178,661.0,1816.0,19.65
17715,Lebanon,Sorghum,2000,15556,661.0,1816.0,19.65
17716,Lebanon,Wheat,2000,27025,661.0,1816.0,19.65
17717,Lebanon,Maize,2001,43231,661.0,1816.0,20.29
17718,Lebanon,Potatoes,2001,215966,661.0,1816.0,20.29
17719,Lebanon,Sorghum,2001,16000,661.0,1816.0,20.29
17720,Lebanon,Wheat,2001,31995,661.0,1816.0,20.29
17721,Lebanon,Maize,2002,32435,661.0,1816.0,19.91
17722,Lebanon,Potatoes,2002,234970,661.0,1816.0,19.91
17723,Lebanon,Sorghum,2002,14286,661.0,1816.0,19.91
17724,Lebanon,Wheat,2002,27356,661.0,1816.0,19.91
17725,Lebanon,Maize,2004,60000,661.0,1816.0,19.72
17726,Lebanon,Potatoes,2004,255504,661.0,1816.0,19.72
17727,Lebanon,Sorghum,2004,17030,661.0,1816.0,19.72
17728,Lebanon,Wheat,2004,29344,661.0,1816.0,19.72
17729,Lebanon,Maize,2005,37778,661.0,1816.0,19.68
17730,Lebanon,Potatoes,2005,259594,661.0,1816.0,19.68
17731,Lebanon,Sorghum,2005,18269,661.0,1816.0,19.68
17732,Lebanon,Wheat,2005,29030,661.0,1816.0,19.68
17733,Lebanon,Maize,2006,29524,661.0,1816.0,19.59
17734,Lebanon,Potatoes,2006,200000,661.0,1816.0,19.59
17735,Lebanon,Sorghum,2006,17917,661.0,1816.0,19.59
17736,Lebanon,Wheat,2006,28998,661.0,1816.0,19.59
17737,Lebanon,Maize,2007,34444,661.0,1816.0,20.04
17738,Lebanon,Potatoes,2007,256020,661.0,1816.0,20.04
17739,Lebanon,Sorghum,2007,18780,661.0,1816.0,20.04
17740,Lebanon,Wheat,2007,22008,661.0,1816.0,20.04
17741,Lebanon,Maize,2008,37778,661.0,1816.0,20.24
17742,Lebanon,Potatoes,2008,256020,661.0,1816.0,20.24
17743,Lebanon,Sorghum,2008,18649,661.0,1816.0,20.24
17744,Lebanon,Wheat,2008,28798,661.0,1816.0,20.24
17745,Lebanon,Maize,2009,36210,661.0,1816.0,20.19
17746,Lebanon,Potatoes,2009,224868,661.0,1816.0,20.19
17747,Lebanon,Sorghum,2009,20000,661.0,1816.0,20.19
17748,Lebanon,Wheat,2009,27990,661.0,1816.0,20.19
17749,Lebanon,Maize,2010,37199,661.0,1816.0,21.26
17750,Lebanon,Potatoes,2010,238514,661.0,1816.0,21.26
17751,Lebanon,Sorghum,2010,19298,661.0,1816.0,21.26
17752,Lebanon,Wheat,2010,27815,661.0,1816.0,21.26
17753,Lebanon,Maize,2011,36468,661.0,1816.0,19.67
17754,Lebanon,Potatoes,2011,239130,661.0,1816.0,19.67
17755,Lebanon,Sorghum,2011,19565,661.0,1816.0,19.67
17756,Lebanon,Wheat,2011,29667,661.0,1816.0,19.67
17757,Lebanon,Maize,2012,36025,661.0,1816.0,20.19
17758,Lebanon,Potatoes,2012,233333,661.0,1816.0,20.19
17759,Lebanon,Sorghum,2012,19167,661.0,1816.0,20.19
17760,Lebanon,Wheat,2012,31012,661.0,1816.0,20.19
17761,Lebanon,Maize,2013,35621,661.0,1816.0,20.08
17762,Lebanon,Potatoes,2013,260759,661.0,1816.0,20.08
17763,Lebanon,Sorghum,2013,20000,661.0,1816.0,20.08
17764,Lebanon,Wheat,2013,32122,661.0,1816.0,20.08
17765,Lesotho,Maize,1990,11000,788.0,0.3,14.48
17766,Lesotho,Potatoes,1990,176905,788.0,0.3,14.48
17767,Lesotho,Sorghum,1990,10112,788.0,0.3,14.48
17768,Lesotho,Wheat,1990,8118,788.0,0.3,14.48
17769,Lesotho,Maize,1991,5408,788.0,0.3,14.66
17770,Lesotho,Potatoes,1991,156250,788.0,0.3,14.66
17771,Lesotho,Sorghum,1991,5399,788.0,0.3,14.66
17772,Lesotho,Wheat,1991,1959,788.0,0.3,14.66
17773,Lesotho,Maize,1992,5792,788.0,0.3,15.16
17774,Lesotho,Potatoes,1992,148649,788.0,0.3,15.16
17775,Lesotho,Sorghum,1992,6123,788.0,0.3,15.16
17776,Lesotho,Wheat,1992,8580,788.0,0.3,15.16
17777,Lesotho,Maize,1993,8875,788.0,0.3,14.95
17778,Lesotho,Potatoes,1993,150000,788.0,0.3,14.95
17779,Lesotho,Sorghum,1993,12704,788.0,0.3,14.95
17780,Lesotho,Wheat,1993,7330,788.0,0.3,14.95
17781,Lesotho,Maize,1994,8629,788.0,0.3,14.22
17782,Lesotho,Potatoes,1994,155556,788.0,0.3,14.22
17783,Lesotho,Sorghum,1994,8756,788.0,0.3,14.22
17784,Lesotho,Wheat,1994,4199,788.0,0.3,14.22
17785,Lesotho,Maize,1995,8126,788.0,0.3,14.55
17786,Lesotho,Potatoes,1995,156169,788.0,0.3,14.55
17787,Lesotho,Sorghum,1995,8028,788.0,0.3,14.55
17788,Lesotho,Wheat,1995,6166,788.0,0.3,14.55
17789,Lesotho,Maize,1996,12490,788.0,0.3,13.93
17790,Lesotho,Potatoes,1996,157202,788.0,0.3,13.93
17791,Lesotho,Sorghum,1996,8591,788.0,0.3,13.93
17792,Lesotho,Wheat,1996,14108,788.0,0.3,13.93
17793,Lesotho,Maize,1997,9857,788.0,0.3,14.28
17794,Lesotho,Potatoes,1997,159574,788.0,0.3,14.28
17795,Lesotho,Sorghum,1997,8056,788.0,0.3,14.28
17796,Lesotho,Wheat,1997,16291,788.0,0.3,14.28
17797,Lesotho,Maize,1998,13171,788.0,0.3,14.81
17798,Lesotho,Potatoes,1998,160000,788.0,0.3,14.81
17799,Lesotho,Sorghum,1998,14763,788.0,0.3,14.81
17800,Lesotho,Wheat,1998,14810,788.0,0.3,14.81
17801,Lesotho,Maize,1999,9410,788.0,0.3,15.34
17802,Lesotho,Potatoes,1999,163462,788.0,0.3,15.34
17803,Lesotho,Sorghum,1999,11089,788.0,0.3,15.34
17804,Lesotho,Wheat,1999,7388,788.0,0.3,15.34
17805,Lesotho,Maize,2000,6773,788.0,0.3,14.37
17806,Lesotho,Potatoes,2000,164151,788.0,0.3,14.37
17807,Lesotho,Sorghum,2000,10378,788.0,0.3,14.37
17808,Lesotho,Wheat,2000,6547,788.0,0.3,14.37
17809,Lesotho,Maize,2001,8913,788.0,0.3,14.62
17810,Lesotho,Potatoes,2001,162963,788.0,0.3,14.62
17811,Lesotho,Sorghum,2001,8640,788.0,0.3,14.62
17812,Lesotho,Wheat,2001,20515,788.0,0.3,14.62
17813,Lesotho,Maize,2002,8088,788.0,0.3,14.69
17814,Lesotho,Potatoes,2002,162858,788.0,0.3,14.69
17815,Lesotho,Sorghum,2002,4225,788.0,0.3,14.69
17816,Lesotho,Wheat,2002,7172,788.0,0.3,14.69
17817,Lesotho,Maize,2004,6347,788.0,0.3,14.91
17818,Lesotho,Potatoes,2004,163654,788.0,0.3,14.91
17819,Lesotho,Sorghum,2004,3933,788.0,0.3,14.91
17820,Lesotho,Wheat,2004,6401,788.0,0.3,14.91
17821,Lesotho,Maize,2005,7011,788.0,0.53,14.89
17822,Lesotho,Potatoes,2005,164086,788.0,0.53,14.89
17823,Lesotho,Sorghum,2005,6240,788.0,0.53,14.89
17824,Lesotho,Wheat,2005,7234,788.0,0.53,14.89
17825,Lesotho,Maize,2006,5974,788.0,5.25,14.18
17826,Lesotho,Potatoes,2006,164720,788.0,5.25,14.18
17827,Lesotho,Sorghum,2006,3290,788.0,5.25,14.18
17828,Lesotho,Wheat,2006,2685,788.0,5.25,14.18
17829,Lesotho,Maize,2007,4877,788.0,35.27,14.81
17830,Lesotho,Potatoes,2007,166071,788.0,35.27,14.81
17831,Lesotho,Sorghum,2007,2436,788.0,35.27,14.81
17832,Lesotho,Wheat,2007,4316,788.0,35.27,14.81
17833,Lesotho,Maize,2008,4349,788.0,37.44,14.74
17834,Lesotho,Potatoes,2008,166379,788.0,37.44,14.74
17835,Lesotho,Sorghum,2008,2866,788.0,37.44,14.74
17836,Lesotho,Wheat,2008,2415,788.0,37.44,14.74
17837,Lesotho,Maize,2009,4159,788.0,77.7,14.62
17838,Lesotho,Potatoes,2009,159649,788.0,77.7,14.62
17839,Lesotho,Sorghum,2009,5773,788.0,77.7,14.62
